,text
2964,75% of mobile breaches from apps by 2017. learn what  cio is doing about it. http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/ocvbvxzgbe
2965,gsa program to trim $2.35b in travel costs http://ow.ly/32gyam 
2966,"irs employees: willing to talk on background re: gop push to end unions at agency? contact carten cordell, at wcordell.com."
2967,gsa wants industry comments on cybersecurity sin http://ow.ly/32gp2b 
2968,good piece by new ft blogger : headlines don't always capture the challenge w/ improper payments. http://ow.ly/qomc6 
2969,treasury union in the crosshairs of gop plan for irs.  http://ow.ly/qseuw 
2970,gsa program to trim $2.35b in feds' travel costs http://ow.ly/32esle 
2971,treasury union in the crosshairs of gop plan for irs. http://ow.ly/qsecz 
2972,tour the black hat network operations center http://ow.ly/32dtx7 
2973,how new cui regime will change feds' day-to-day http://ow.ly/32dd0g 
2974,inside the plan to oust nteu from irs http://ow.ly/32duio 
2975,"feds helping feds test mobile apps, websites http://ow.ly/32dahu "
2976,"irs employees: willing to talk on background re: gop push to end unions at agency? contact carten cordell, at wcordell.com."
2977,wallace sann talks about the forescout cdm program's big potential http://ow.ly/32bhbn 
2978,this week in federal times: getting hackers to trust the government http://ow.ly/32bd9p 
2979,"tsa is getting a new home, in 2018 http://ow.ly/32beya "
2980,new guidance on writing security into it contracts http://ow.ly/32aek1 
2981,if you missed our #fedwebcast yesterday you missed mobile app security secrets from the  http://bit.ly/mobileappsecurity …pic.twitter.com/me2ldcjxci
2982,contractors ask white house to halt exec orders http://ow.ly/32awnx 
2983,"how to make government agile, by  of . http://ow.ly/qdmgd pic.twitter.com/voxjv4kk5s"
2984,good piece by ft blogger : headlines don't capture challenge w/ improper payments. http://ow.ly/qomtj pic.twitter.com/j7mhqzeale
2985,"irs employees: willing to talk on background re: gop push to end unions at agency? contact carten cordell, at wcordell.com."
2986,good piece by new ft blogger : headlines don't always capture the challenge w/ improper payments. http://ow.ly/qome5 
2987,protect all your online accounts with just 3 passwords. http://ow.ly/qdlon 
2988,contractors ask white house to stop regulations http://ow.ly/32ybtm 
2989,ig says dhs should tighten charge card policy http://ow.ly/32y29p 
2990,"how to make government agile, by  of . http://ow.ly/qdmdm pic.twitter.com/fvmjh7hizn"
2991,mobility gives tsa greater reach for lower cost http://ow.ly/32xmyy 
2992,protect all your online accounts with just 3 passwords. http://ow.ly/qdlm0 
2993,4 expectations omb has for fitara action plans http://ow.ly/32xpgu 
2994,our mobile apps security #fedwebcast will be on-demand for those who were not able to attend.
2995,federal leaders stands behind opm cio donna seymour http://ow.ly/32xemk 
2996,. will be 80- 85% moved to the cloud in the next 2 years #fedwebcast
2997,.'s mobile strategy is evolutionary. it will be re-assessed yearly. #fedwebcast
2998,.'s mission: protect the nation's transportation systems to ensure freedom of movement for people & commerce #fedwebcast
2999,what does mobile looks like for ? they're sun-setting their blackberry tech & removing redundancies #fedwebcast
3000,"""our workforce is mobile. it's part of our culture."" - steve rice  #fedwebcast"
3001,. has taken significant budget reductions ($65 mill) over last few years which has led to major reorgs #fedwebcast
3002,"ok, officially starting now with no audio issues! #fedwebcasthttps://twitter.com/federaltimes/status/631118283626938368 …"
3003,looks like we're having some audio difficulties. please stay tuned. #fedwebcast
3004,starting now: ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/krukxg72xo
3005,lesson from black hat: cyber pros far from trusting feds http://ow.ly/32x2jm 
3006,today @ 11am et: ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/hozyxbqkjz
3007,aug. 11 webcast: tsa cio on mobile app security http://ow.ly/32uu8s 
3008,einstein efforts accelerate under the spotlight of opm breach http://ow.ly/32ujeo 
3009,is your data & mobile app security priority no. 1? what you need to know -- http://bit.ly/mobileappsecurity … #fedwebcastpic.twitter.com/ycjm9bkeea
3010,delivering an internet of postal things http://ow.ly/32ubzt 
3011,"open data: where to start, what to keep close http://ow.ly/32u2ho "
3012,"how to make government agile, by  of . http://ow.ly/qdm6z pic.twitter.com/nuiy3vbxtc"
3013,tomorrow: ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …
3014,protect all your online accounts with just 3 passwords. http://ow.ly/qdlki 
3015,.: attacks shift from op systems to mobile apps. what's ’s cio say?  http://tinyurl.com/ogwh9m9  #fedwebcast
3016,protect all your online accounts with just 3 passwords. http://ow.ly/qdlh0 
3017,75% of mobile breaches from apps by 2017. learn what  cio is doing about it. http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/qwq8a2crpq
3018,.: attacks shift fm op systems to mobile apps. what's ’s cio say?  http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/e6dze19kyv
3019,protect all your online accounts with just 3 passwords. http://ow.ly/qdljt 
3020,75% of mobile breaches from apps by 2017. learn what  cio is doing about it. http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/sd2eyvdgio
3021,three passwords: all you need to protect your identity online http://ow.ly/32mhym 
3022,can government be agile? http://ow.ly/32majf 
3023,"how do you lock down mobile-app data? the  cio would know, and we're going to ask him! http://tinyurl.com/ogwh9m9  #fedwebcast"
3024,.: attacks shift from op systems to mobile apps. what's ’s cio say?  http://tinyurl.com/ogwh9m9  #fedwebcast
3025,mobile apps are within reach if feds knew these security & management techniques #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/meqmrwvrvk
3026,"black hat: closing 'trust deficit' between industry, government http://ow.ly/32k5uf "
3027,"black hat: cybersecurity talent more than looks, degrees http://ow.ly/32k07f "
3028,"how do you lock down mobile-app data? the  cio would know, and we're going to ask him! http://tinyurl.com/ogwh9m9  #fedwebcast"
3029,is there a way you can better leverage mobile technologies for mission success? #fedwebcast http://bit.ly/mobileappsecurity …
3030,75% of mobile breaches from apps by 2017. learn what  cio is doing about it. http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/43pkowii77
3031,black hat: nothing magical about nation-state malware http://ow.ly/32joc1 
3032,stephen warren resigns from va post http://ow.ly/32j1k6 
3033,roth confirmed as gsa head http://ow.ly/32innw 
3034,"with all the security & management challenges of mobile apps, what is  to do? #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/8dhtclwdqg"
3035,.: attacks shift fm op systems to mobile apps. what's ’s cio say?  http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/hqtlwvpgq5
3036,"more from black hat: doj official draws line between cyber crime, legitimate research http://ow.ly/32h2rt "
3037,.: attacks shift fm op systems to mobile apps. what's ’s cio say?  http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/xf8etowted
3038,"doj official draws line between cyber crime, legitimate research http://ow.ly/32gep6 "
3039,black hat: ftc asks hacker audience to speak up in policy debates http://ow.ly/32gtwp 
3040,tsa wants twitter talk-back program http://ow.ly/32gkhm 
3041,"how do you lock down mobile-app data? the  cio would know, and we're going to ask him! http://tinyurl.com/ogwh9m9  #fedwebcast"
3042,tsa cio to share insights on data and mobile app security http://ow.ly/32g0jm 
3043,. cio explains how they lock down data in mobile apps.#fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/fvrdhjzrq1
3044,75% of mobile breaches from apps by 2017. learn what  cio is doing about it. http://tinyurl.com/ogwh9m9  #fedwebcastpic.twitter.com/vzaaascgez
3045,approaches to security at the mobile application level #fedwebcast http://bit.ly/mobileappsecurity …
3046,the culture shift of procurement reform http://ow.ly/32dxyt 
3047,1 week away: ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/vfnjq1ix0q
3048,mobile devices bring their own security challenges #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/iflzi8gbxf
3049,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qlk68 pic.twitter.com/ste2yslcqd
3050,fedramp proposes changes to 3pao standards http://ow.ly/32aw7u 
3051,new company joins fedramps cadre of evaluators http://ow.ly/32ao0n 
3052,securing apps for federal use http://ow.ly/32a95f 
3053,. seeks the wisdom of crowds for cyber defense. http://ow.ly/qlm85 
3054,iarpa gets new director http://ow.ly/329vgl 
3055,breach protections bpa looks past opm hacks http://ow.ly/329rwz 
3056,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qlk23 
3057,. cio stephen rice shares how tsa ensures the security of data & mobile apps #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/ipya0aguwq
3058,"strategies for securing, deploying & managing mobile apps within a secure federal environment #fedwebcast http://bit.ly/mobileappsecurity …"
3059,act/iac seeks the wisdom of crowds for cyber defense. http://ow.ly/qlly9 
3060,"at #blackhat, don't blow your cover. http://ow.ly/qfli3 "
3061,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qlk0t pic.twitter.com/thd9vtz7pv
3062,mobile security & management techniques have made new kinds of apps within reach for most organizations #fedwebcast http://bit.ly/mobileappsecurity …
3063,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qljw7 pic.twitter.com/nef5lpqczb
3064,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qljq6 
3065,how federal agencies ensure data & mobile app security remains priority no. 1 #fedwebcast http://bit.ly/mobileappsecurity …
3066,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qljnk pic.twitter.com/j4bjkqfven
3067,. seeks the wisdom of crowds for cyber defense. http://ow.ly/qlm3p 
3068,stay safe from 'spot the fed' at #blackhat  http://ow.ly/qljny 
3069,how  is addressing the security & management challenges of deploying mobile applications #fedwebcast http://bit.ly/mobileappsecurity …
3070,act-iac crowdsourcing ideas to fix federal cybersecurity http://ow.ly/321yem 
3071,this week in federal times: oh the games hackers play. http://ow.ly/321iqq 
3072,. cio stephen rice shares how tsa ensures the security of data & mobile apps #fedwebcast http://bit.ly/mobileappsecurity …
3073,credit monitoring contract for second opm breach coming soon http://ow.ly/321sfn 
3074,. defines cloud security & the steps to achieving it in 3 new documents http://ow.ly/q9k7j 
3075,cis keeps contractors competing with new approach http://ow.ly/321kkb 
3076,leidos wins dod healthcare systems modernization contract http://ow.ly/3210mq 
3077,the best and worst agencies for employees: an interactive feature. http://ow.ly/qflsh 
3078,how digitized lawmaking could upend regulation writing http://ow.ly/31zxu5 
3079,mobile devices bring their own security challenges #fedwebcast http://bit.ly/mobileappsecurity …
3080,"interactive: best, worst agencies for retention and promotion http://ow.ly/31zfbu "
3081,does perception matter? in federal contracting it does http://ow.ly/31z2aq 
3082,"best, worst agencies for retention and promotion http://ow.ly/31yjkz "
3083,feds investigating disability employment advocates sourceamerica http://ow.ly/31yqg9 
3084,intel community gets new cio. http://ow.ly/q3wfg 
3085,intel community gets new cio. http://ow.ly/q3wd9 
3086,dod releases security guidelines for cloud http://ow.ly/31wwil 
3087,. has issued 3 new documents targeting cloud security http://ow.ly/q9jdy 
3088,digitizing lawmaking could revolutionize how agencies write regs http://ow.ly/31wnt5 
3089,ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …
3090,homeland security commits to using gsa's oasis http://ow.ly/31w5ag 
3091,intel community gets new cio. http://ow.ly/q3wao 
3092,say goodbye to 100 page rfps – 18f found another way http://ow.ly/31uofa 
3093,intel community gets new cio.http://ow.ly/q3wxs 
3094,defense issues cloud security guidelines http://ow.ly/31tkw5 
3095,"vendors applaud 18f 'show, don't tell' procurement strategy http://ow.ly/31tcs4 "
3096,"anonymous hacks census bureau, exposing more feds' data http://ow.ly/31t6a1 "
3097,intel community gets new cio. http://ow.ly/q3wtg 
3098,". on cyber task force, in this week in   #twift http://ow.ly/q3x3e "
3099,citizen satisfaction with federal government services has declined for the 2nd year in a row [whitepaper http://bit.ly/citizenexperience …]
3100,obama appoints new intel community ciohttp://ow.ly/31npeu 
3101,this week in federal times: csis cyber policy task force http://ow.ly/31njwo 
3102,opm e-qip system now back online ... for some http://ow.ly/31lmbb 
3103,how   dodged a malware bullet. http://ow.ly/puhmc 
3104,video tour of ice's expanded cyber crimes center http://ow.ly/31ldpx 
3105,dwindling budgets force it innovation at tsa http://ow.ly/31l5bx 
3106,new bill strengthens dhs role in federal cybersecurity http://ow.ly/31knol 
3107,. flexes exchange authority muscle in #federaltriangle swap. http://ow.ly/plz8z 
3108,a reporter's malware near-miss. http://ow.ly/pugxz 
3109,"dha cto: with people on the move, mobile tech becomes a priority http://ow.ly/31izfl "
3110,mark goodge: moving military health into the future (videos) http://ow.ly/31ir7j 
3111,"usda funds rural broadband, smart grid projects http://ow.ly/31icgw "
3112,vets to test innovative ideas during va make-a-thon http://ow.ly/31is6h 
3113,join ostp for talk on future of challenge prizes http://ow.ly/31ij2r 
3114,strategies for building a customer-centric government culture  [whitepaper http://bit.ly/citizenexperience …]
3115,opm retroactively hikes cost of background checks http://ow.ly/31iaun 
3116,how   dodged a malware bullet. http://ow.ly/puhee 
3117,a reporter's malware near-miss. http://ow.ly/puh2q 
3118,'state dept' email just tried to infect my computer http://ow.ly/31g6nw 
3119,fed contractors: prepare for september spending spree http://ow.ly/31fzyf 
3120,china's plan for your records. http://ow.ly/plynr 
3121,leading opm back to the future http://ow.ly/31foyx 
3122,ostp needs speakers to talk future of challenge prizes http://ow.ly/31feba 
3123,gsa flexes exchange authority muscle in federal triangle swap. http://ow.ly/plyz3 
3124,how agencies can better serve their customers. http://ow.ly/pj1r6 
3125,dha gets ready for ehr http://ow.ly/pix0w 
3126,. flexes exchange authority muscle in #federaltriangle swap. http://ow.ly/plz7e 
3127,dha gets ready for ehr http://ow.ly/pix86 
3128,iarpa funds program to predict next wave of cyberattacks http://ow.ly/31cng2 
3129,just how bad is the federal recruiting problem? http://ow.ly/piwiw 
3130,iarpa wants to predict next cyberattack before it hits http://ow.ly/31ceuw 
3131,rotational training: a road to broader experience http://ow.ly/31ctok 
3132,china's plan for your records. http://ow.ly/plylh 
3133,what is china doing with the data it has (allegedly) taken in various cyberattacks? http://ow.ly/plywk pic.twitter.com/gqliwogwim
3134,83% of citizens surveyed want to see government citizen experience improved [whitepaper http://bit.ly/citizenexperience …]
3135,what is china doing with the data it has (allegedly) taken in various cyberattacks? http://ow.ly/plye8 pic.twitter.com/kcdkkdnqgq
3136,just how bad is the federal recruiting problem? http://ow.ly/piwh0 
3137,just how bad is the federal recruiting problem? http://ow.ly/piwfl 
3138,china's plan for your records. http://ow.ly/plyhq 
3139,. flexes exchange authority muscle in #federaltriangle swap. http://ow.ly/plz5y 
3140,new floor plan helps irs save $1.2m in rent http://ow.ly/31wlbw 
3141,gsa offers real estate for developer services http://ow.ly/31wcel 
3142,what china actually wants with feds' personnel records http://ow.ly/31wwlo 
3143,gsa announces first in new set of commodity it bpas http://ow.ly/31wjcn 
3144,cybersecurity package could hit senate floor this summer http://ow.ly/31wbca 
3145,dha gets ready for ehr http://ow.ly/pix50 
3146,how agencies can better serve their customers. http://ow.ly/pj1o4 
3147,just how bad is the federal recruiting problem? http://ow.ly/piwar 
3148,dod puts byod in the corner; wifi project takes priority. http://ow.ly/pstla 
3149,just how bad is the federal recruiting problem? http://ow.ly/piwdo 
3150,cybersecurity task force looks to next administration http://ow.ly/31tv0a 
3151,"special thanks to joe ross, president of ://twitter.com/hmkuldell/status/621742354081423360 …"
3152,officials: 4 troops killed in act of domestic terrorism http://ow.ly/31tmzs 
3153,how agencies can better serve their customers. http://ow.ly/pj1pj 
3154,"2015 ""a transformative year for the 'citizen experience'"" in federal government? [whitepaper http://bit.ly/citizenexperience …]"
3155,cybersecurity task force looks ahead to next administration http://ow.ly/31tkqr 
3156,defense health agency preps it infrastructure for ehr http://ow.ly/31tbct 
3157,a 401k for the military? the tsp is up to the challenge http://ow.ly/31sc56 
3158,new cyber council backs info-sharing legislation.  http://fedtimes.ly/1mc27r5 
3159,traditional versus roth tsp contributions http://ow.ly/31ra0f 
3160,"cloud, big data survive category cuts on alliant ii http://ow.ly/31qsxt "
3161,walking the line between discipline and whistleblower reprisal http://ow.ly/31qjnd 
3162,gsa narrows scope of leading edge tech for alliant ii http://ow.ly/31qqaz 
3163,new oasis dashboard breaks down $215m in sales http://ow.ly/31qgen 
3164,"after opm, congress targeting cybersecurity culpability http://ow.ly/31ofhk "
3165,civilian cybersecurity strategy coming this summer http://ow.ly/31nqxa 
3166,fascinating.https://twitter.com/c4isrnet/status/621007687661301761 …
3167,"dha cto: with people on the move, mobile tech becomes a priority http://ow.ly/31nk2v "
3168,new cyber council backs info-sharing legislation.  http://fedtimes.ly/1mc27r5 
3169,autism coverage spotty under #fehbp. http://ow.ly/oqfxm 
3170,dod puts byod in the corner; wi-fi project takes priority. http://ow.ly/pstgm 
3171,fast acquisition and fair competition tough to balance http://ow.ly/31mw8z 
3172,editorial: build a cyber plan now http://ow.ly/31lnjc 
3173,fcc cio leads an it 'intervention' http://ow.ly/31lghr 
3174,what to expect in the next presidential transition http://ow.ly/31kwuk 
3175,katherine archuleta quits . http://ow.ly/pstbv 
3176,cyber sprint increases use of two-factor authentication http://ow.ly/31kmgt 
3177,cyber sprint 'dramatically increased' use of two-factor id http://ow.ly/31kztj 
3178,editorial: striking a balance on opm http://ow.ly/31kdg6 
3179,"""the hobbit has not left the shire"" when it comes to agencies on the customer-service continuum [whitepaper http://bit.ly/citizenexperience …]"
3180,katherine archuleta quits . http://ow.ly/psty7 
3181,new cyber panel backs info sharing. http://ow.ly/pizoi 
3182,"meet jill aitoro, new editor of , in this video. also, 's 18f creating agile bpa.  http://ow.ly/pizf1 "
3183,federal employees: brace for pension contribution hikes. http://ow.ly/pizhp 
3184,mobility still poses risks for intel agencies. http://ow.ly/pj30c 
3185,"meet jill aitoro, new editor of , in this video. also, 's 18f creating agile bpa.  http://ow.ly/pizcj "
3186,katherine archuleta abruptly resigns. http://ow.ly/pstrn 
3187,how agencies can better serve their customers. http://ow.ly/pj1ml 
3188,this week in federal times: opm director archuleta resigns http://ow.ly/31ejmz 
3189,don't be the weak link in #cybersecurity efforts. register for next week's #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/f82lggfxzr
3190,new bill would boot unions from the irs http://ow.ly/379d12 
3191,dhs pushes rfi deadline for enterprise computing services http://ow.ly/378d5o 
3192,government shutdown lurks in budget negotiations http://ow.ly/377hn1 
3193,spotting cyber threats: a hacker's guide with donna dodson  at #cybercon2015 [register now http://bit.ly/cybercon2015 ]
3194,"uscis awards $99m agile dev, maintenance contract http://ow.ly/3743is "
3195,"national science foundation building big data hubs, spokes http://ow.ly/373auo "
3196,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvnh 
3197,crossing the chasm: keith ward talks about the true potential of information sharing/collaboration #cybercon2015 http://bit.ly/cybercon2015 
3198,fitara scorecard shows agencies making little progress http://ow.ly/36xxro 
3199,fitara scorecard shows most agencies flailing http://ow.ly/36xglk 
3200,"army vet, it expert joins opm as cyber adviser http://ow.ly/36wxpu "
3201,why you must be a cyber-warrior http://ow.ly/36uyie 
3202,last-minute budget deal softens health insurance cost increases http://ow.ly/36rp1p 
3203,highway bill takes center stage for debt collection fight http://ow.ly/36ryv3 
3204,video exclusive:  tom sharpe on the evolution of acquisition. http://ow.ly/u3iuw 
3205,"no cyber privateers needed, adm. rogers says. http://ow.ly/u3jpc "
3206,"csc, netcracker pay $12.8m to settle false claims allegation http://ow.ly/36qir2 "
3207,chaffetz’s bill limits police use of cell phone trackers http://ow.ly/36qjg7 
3208,crossing the chasm: tom moran  talks about the potential of information sharing/collaboration #cybercon2015 http://bit.ly/cybercon2015 
3209,postal service advised to turn competitors into partners http://ow.ly/36lxxi 
3210,passing the it baton http://ow.ly/36lfiz 
3211,how iarpa predicts the unpredictablehttp://ow.ly/36kzh5 
3212,if i knew then: martha johnson http://ow.ly/36kkwo 
3213,brig. gen. thomas murphy & other senior leaders of cyber commands/agencies discuss key cyber issues at #cybercon2015 http://bit.ly/cybercon2015 
3214,comment: 3 big things that shaped government http://ow.ly/36j65x 
3215,cyber plan hits the street. http://ow.ly/u3j8b 
3216,cyber plan hits the street. http://ow.ly/u3jdx 
3217,"no cyber privateers needed, adm. rogers says. http://ow.ly/u3jo2 "
3218,cyber best practices: 5 steps to improving agency cyber posture (via tony sager ) #cybercon2015 http://bit.ly/cybercon2015 
3219,cyber plan hits the street. http://ow.ly/u3jc9 
3220,video exclusive:  tom sharpe on the evolution of acquisition. http://ow.ly/u3it2 
3221,"no cyber privateers needed, adm. rogers says. http://ow.ly/u3jjb "
3222,video exclusive:  tom sharpe on the evolution of acquisition. http://ow.ly/u3ipj 
3223,federal cybersecurity strategy implementation plan released http://ow.ly/36yeih 
3224,roundtable: gsa's mary davie and kay ely talk big changes to it buying http://ow.ly/36y45w 
3225,roundtable: gsa's mary davie and kay ely discuss major changes to it buying http://ow.ly/36xnfo 
3226,how fbi cyber division helps agencies investigate intrusions http://ow.ly/36xw9k 
3227,cyber adds several new dimensions to warfare http://ow.ly/36xden 
3228,senate approves two-year budget deal that prevents default on debthttp://ow.ly/36wujp 
3229,"hhs strategic it plan creates ‘a floor, not a ceiling’ http://ow.ly/36u2ve "
3230,ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/dbvsnkp3ou
3231,gsa's it acquisition transformation http://ow.ly/36tbyi 
3232,rogers: we don't need cyber privateers http://ow.ly/36sdod 
3233,"insider threats are real, but authentication protects networks. army col david isaacson in free webcast oct. 29. http://ow.ly/tmhnw "
3234,survey outlines difficulties in ses recruiting dearth http://ow.ly/36oyta 
3235,"insider threats are real, but authentication protects networks. army col david isaacson in free webcast oct. 29. http://ow.ly/tmhli "
3236,"house committee slams va, dod it difficulties http://ow.ly/36ovv1 "
3237,"house committee tut-tuts va, dod it difficulties http://ow.ly/36nzyx "
3238,brig. gen. thomas murphy & more senior leaders discuss key cyber issues at #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/ojlktpi5vf
3239,18f: ensuring it’s more than just a really cool idea http://ow.ly/36nhxk 
3240,"insider threats are real, but authentication protects networks. army col david isaacson in free webcast oct. 29. http://ow.ly/tmhji "
3241,learn how army netcom plans to make military networks hard to hack in a free webcast oct. 29. http://ow.ly/tmh2k 
3242,"cyber info sharing bill passes senate, heads to conference http://ow.ly/36kkfn "
3243,boehner budget deal includes protections for medicare bhttp://ow.ly/36kxqk 
3244,"the 6 kinds of cyber threats, according to dhs cyber official http://ow.ly/36khxf "
3245,spotting cyber threats: a hacker's guide with rafael diaz  at #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/4aoez0pzlb
3246,"it chiefs: 'we’re leaving, and we’re leaving fast' http://ow.ly/36jrkf "
3247,new rule limits feds to 3 it contracts. no new ones.  http://ow.ly/tvpyr 
3248,centralized acquisition? gsa administrator turner roth on striking a balance http://ow.ly/36jakn 
3249,proving 18f’s worth http://ow.ly/36j4wx 
3250,learn how army netcom plans to make military networks hard to hack in a free webcast oct. 29. http://ow.ly/tmgyi 
3251,hackers release info on obama's national security transition team http://ow.ly/36gbve 
3252,more oversight could have saved dhs $2.5m in fleet services http://ow.ly/36g2lj 
3253,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvka 
3254,how to drive a cultural change http://ow.ly/36fndn 
3255,report outlines road map for 2017 administration http://ow.ly/36fyom 
3256,how to move beyond 'moats and castles' in cyber defense http://ow.ly/36fknd 
3257,barriers to collaboration http://ow.ly/36f535 
3258,"all the knowledge you need to plan a happy, secure retirement #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/fotgsjwq6g"
3259,defense contractor pleads guilty to kickback scheme http://ow.ly/36eplv 
3260,army netcom's col david isaacson on how strengthening authentication protects networks in a free webcast oct. 29. http://ow.ly/tmghv 
3261,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvf8 
3262,learn how army netcom plans to make military networks hard to hack in a free webcast oct. 29. http://ow.ly/tmh0u 
3263,postal worker goes to jail for illegal special deliveries. http://ow.ly/th4ui 
3264,ensuring data & mobile app security in highly secure environments #fedwebcast http://bit.ly/mobileappsecurity …pic.twitter.com/xd3rit4xj9
3265,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvbj 
3266,"insider threats are real, but authentication protects networks. army col david isaacson in free webcast oct. 29. http://ow.ly/tmh6c "
3267,learn how army netcom plans to make military networks hard to hack in a free webcast oct. 29. http://ow.ly/tmgvk 
3268,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvwn 
3269,army netcom's col david isaacson on how strengthening authentication protects networks in a free webcast oct. 29. http://ow.ly/tmget 
3270,#cybersecurity is the defining battle of the next decade #cybercon2015 [register today: http://bit.ly/cybercon2015 ]pic.twitter.com/wmzqo8idii
3271,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvs5 
3272,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvud 
3273,army netcom's col david isaacson on how strengthening authentication protects networks in a free webcast oct. 29. http://ow.ly/tmgnu 
3274,army netcom's col david isaacson on how strengthening authentication protects networks in a free webcast oct. 29. http://ow.ly/tmgxs 
3275,why you should love this rule that the financial industry is fighting. http://ow.ly/tlvln 
3276,"how the feds got splunk'd, according to ceo godfrey sullivan http://ow.ly/364rr3 "
3277,learn how army netcom plans to make military networks hard to hack in a free webcast oct. 29. http://ow.ly/tmgsr 
3278,white house innovation plan goes back to the future http://ow.ly/363xlo 
3279,postal worker goes to jail for illegal special deliveries. http://ow.ly/th4px 
3280,"which made the most diff in gvt, brac or blackberry? epa or postal strike? okc bomb? vote in rnd 2 of our poll at http://federaltimes.com ."
3281,"fedramp's new evangelist preaches 'one team, one dream' http://ow.ly/362vwx "
3282,why you should embrace the fiduciary rule.  http://ow.ly/tluvq 
3283,6 mistakes investors make that are critical to avoid #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/qza4cs0cic
3284,gsa applies strategic sourcing to building and maintenance contracts http://ow.ly/362phb 
3285,postal worker goes to jail for illegal special deliveries. http://ow.ly/th4m8 
3286,shared services moves forward with governance boardhttp://ow.ly/360467 
3287,the rule you should love (the financial industry hates it) http://ow.ly/35zpv9 
3288,protect yourself when you sign up for insurance. http://ow.ly/th4n0 
3289,18f app acquisition pilot could be 'a terrible idea' http://ow.ly/35zdow 
3290,is your insurance plan leaving #fehbp? http://ow.ly/te9gp 
3291,18f acquisition pilot could be 'a terrible idea' http://ow.ly/35ywpt 
3292,why the new omb procurement memo is bigger than you think. http://ow.ly/teajp 
3293,"which made the most diff in gvt, brac or blackberry? epa or postal strike? okc bomb? vote in rnd 2 of our poll at http://federaltimes.com ."
3294,what does 50 years of technology advancement look like? http://ow.ly/tvpvo pic.twitter.com/teuzrm39qb
3295,protect yourself when you sign up for insurance. http://ow.ly/th4ih 
3296,what does 50 years of technology advancement look like? http://ow.ly/tvpsm pic.twitter.com/2fdxsxmabn
3297,new rule limits feds to 3 it contracts. no new ones.  http://ow.ly/tvpw2 
3298,protect yourself when you sign up for insurance. http://ow.ly/th4ff 
3299,why the new omb procurement memo is bigger than you think. http://ow.ly/teah3 
3300,$50b eis finally out from  http://ow.ly/tvqcp 
3301,house committee subpoenas va execs after hearing no-show http://ow.ly/35v5hd 
3302,"check out this offering from our sister publication, .https://twitter.com/barrydefense/status/656853976097378305 …"
3303,omb issues much-needed update to info management policy http://ow.ly/35urpd 
3304,is your insurance plan leaving #fehbp? http://ow.ly/te9eg 
3305,hhs moves forward with healthcare it interoperability road map http://ow.ly/35ug1j 
3306,"which made the most diff in gvt, brac or blackberry? epa or postal strike? okc bomb? vote in rnd 2 of our poll at http://federaltimes.com ."
3307,why the new omb procurement memo is bigger than you think. http://ow.ly/tead8 
3308,"which is older, opm or federal times? find the answer here: http://ow.ly/tdwi0 pic.twitter.com/cuggddv04w"
3309,what does 50 years of technology advancement look like? http://ow.ly/tvpp1 pic.twitter.com/c61lccyjqv
3310,6 insurance plans jumping ship from fehbp. is yours among them? http://ow.ly/te9sp 
